,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
93,2022-03-23,305.5208470121827,260.8771857659491,340.44358445369664,305.5208470121827,305.5208470121827,-2.949424028973917,-2.949424028973917,-2.949424028973917,-2.949424028973917,-2.949424028973917,-2.949424028973917,0.0,0.0,0.0,302.5714229832088
94,2022-03-24,305.08848716521356,256.8283097115647,337.7625730629245,305.08848716521356,305.08848716521356,-5.917434928128328,-5.917434928128328,-5.917434928128328,-5.917434928128328,-5.917434928128328,-5.917434928128328,0.0,0.0,0.0,299.17105223708523
95,2022-03-25,304.65612731824444,253.01283289156368,338.3820360786887,304.65612731824444,304.65612731824444,-8.501342042879275,-8.501342042879275,-8.501342042879275,-8.501342042879275,-8.501342042879275,-8.501342042879275,0.0,0.0,0.0,296.15478527536516
96,2022-03-28,303.359047777337,258.4549961221511,348.82909959301435,303.359047777337,303.359047777337,-1.6515499485877005,-1.6515499485877005,-1.6515499485877005,-1.6515499485877005,-1.6515499485877005,-1.6515499485877005,0.0,0.0,0.0,301.7074978287493
97,2022-03-29,302.9266879368797,254.98153146083635,340.22794016627967,302.9266879368797,302.9266879368797,-4.123814158375685,-4.123814158375685,-4.123814158375685,-4.123814158375685,-4.123814158375685,-4.123814158375685,0.0,0.0,0.0,298.802873778504
98,2022-03-30,302.4943280964224,258.67298858885994,341.36394674667065,302.4943280964224,302.4943280964224,-2.949424028980807,-2.949424028980807,-2.949424028980807,-2.949424028980807,-2.949424028980807,-2.949424028980807,0.0,0.0,0.0,299.5449040674416
99,2022-03-31,302.0619682559651,255.8059053131814,333.57387504384303,302.0619682559651,302.0619682559651,-5.917434928136564,-5.917434928136564,-5.917434928136564,-5.917434928136564,-5.917434928136564,-5.917434928136564,0.0,0.0,0.0,296.1445333278285
100,2022-04-01,301.62960841550773,249.73925381135084,335.1905974053113,301.62960841550773,301.62960841550773,-8.501342042869853,-8.501342042869853,-8.501342042869853,-8.501342042869853,-8.501342042869853,-8.501342042869853,0.0,0.0,0.0,293.1282663726379
101,2022-04-04,300.3325288941358,258.5538251058798,339.16527888126166,300.3325288941358,300.3325288941358,-1.651549948585298,-1.651549948585298,-1.651549948585298,-1.651549948585298,-1.651549948585298,-1.651549948585298,0.0,0.0,0.0,298.6809789455505
102,2022-04-05,299.9001690536785,254.97600992493415,336.0067844808456,299.9001690536785,299.9001690536785,-4.123814158373881,-4.123814158373881,-4.123814158373881,-4.123814158373881,-4.123814158373881,-4.123814158373881,0.0,0.0,0.0,295.7763548953046
103,2022-04-06,299.46780921322113,256.9169028917308,337.93931689687827,299.46780921322113,299.46780921322113,-2.949424028974521,-2.949424028974521,-2.949424028974521,-2.949424028974521,-2.949424028974521,-2.949424028974521,0.0,0.0,0.0,296.5183851842466
104,2022-04-07,299.03544938170614,253.11288862290982,333.66198386853904,299.03544938170614,299.03544938170614,-5.917434928137364,-5.917434928137364,-5.917434928137364,-5.917434928137364,-5.917434928137364,-5.917434928137364,0.0,0.0,0.0,293.1180144535688
105,2022-04-08,298.60308955019104,250.61088745908123,334.2864876181109,298.60308955019104,298.60308955019104,-8.501342042860427,-8.501342042860427,-8.501342042860427,-8.501342042860427,-8.501342042860427,-8.501342042860427,0.0,0.0,0.0,290.10174750733063
106,2022-04-11,297.3060100556459,251.2613388831429,337.68315287708873,297.3060100556459,297.3060100556459,-1.6515499485828948,-1.6515499485828948,-1.6515499485828948,-1.6515499485828948,-1.6515499485828948,-1.6515499485828948,0.0,0.0,0.0,295.654460107063
